,Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Day,Month,Dep_Hour
8678,Multiple carriers,Delhi,Cochin,795,1,No info,9526,15,6,6
8679,IndiGo,Delhi,Cochin,195,0,No info,6015,18,5,6
8680,Air India,Kolkata,Banglore,590,2,No info,10676,1,5,12
8681,Jet Airways,Delhi,Cochin,1100,1,In-flight meal not included,12898,27,5,18
8682,Jet Airways,Delhi,Cochin,1760,2,No info,15129,27,5,23
8683,Multiple carriers,Delhi,Cochin,465,1,No info,13378,21,3,11
8684,SpiceJet,Kolkata,Banglore,145,0,No info,4174,1,6,9
8685,Multiple carriers,Delhi,Cochin,455,1,No info,9103,21,5,11
8686,IndiGo,Chennai,Kolkata,140,0,No info,3850,9,6,8
8687,Vistara,Delhi,Cochin,190,0,No info,6216,9,6,15
8688,Vistara,Kolkata,Banglore,385,1,No info,8610,1,4,17
8689,Jet Airways,Kolkata,Banglore,1005,1,In-flight meal not included,10539,6,6,17
8690,IndiGo,Delhi,Cochin,625,1,No info,6674,9,3,12
8691,Multiple carriers,Delhi,Cochin,780,1,No info,7618,24,6,8
8692,IndiGo,Banglore,Delhi,175,0,No info,3943,21,4,0
8693,Vistara,Banglore,New Delhi,155,0,No info,11913,24,3,16
8694,IndiGo,Banglore,New Delhi,170,0,No info,6860,9,3,19
8695,Jet Airways,Delhi,Cochin,810,2,No info,13292,12,6,5
8696,Multiple carriers,Delhi,Cochin,795,1,No info,17057,6,3,2
8698,Air India,Delhi,Cochin,2170,2,No info,11552,3,3,7
8699,IndiGo,Chennai,Kolkata,145,0,No info,6297,12,3,12
8700,IndiGo,Chennai,Kolkata,145,0,No info,4332,24,3,12
8701,Air India,Delhi,Cochin,170,0,No info,5674,21,3,5
8702,Multiple carriers,Delhi,Cochin,730,1,In-flight meal not included,10711,21,5,7
8703,Jet Airways,Kolkata,Banglore,505,1,No info,11467,1,4,10
8704,Air India,Kolkata,Banglore,1335,2,No info,12434,6,5,17
8705,Air India,Delhi,Cochin,185,0,No info,5201,24,6,18
8706,Vistara,Banglore,Delhi,155,0,No info,4878,18,5,17
8707,Jet Airways,Delhi,Cochin,1375,2,No info,13014,6,6,5
8708,SpiceJet,Chennai,Kolkata,135,0,No info,3597,6,6,8
8709,Air India,Banglore,New Delhi,1580,2,No info,12599,3,3,9
8710,Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,10844,24,5,19
8711,Jet Airways,Delhi,Cochin,1005,1,In-flight meal not included,12898,21,5,2
8712,IndiGo,Banglore,Delhi,170,0,No info,3943,21,6,13
8713,Multiple carriers,Delhi,Cochin,750,1,No info,7198,12,6,13
8714,SpiceJet,Kolkata,Banglore,315,1,No info,4963,18,5,15
8715,IndiGo,Banglore,New Delhi,170,0,No info,12649,1,3,17
8716,Multiple carriers,Delhi,Cochin,450,1,No info,17267,6,3,8
8717,Jet Airways,Delhi,Cochin,715,1,In-flight meal not included,12373,9,5,7
8718,Jet Airways,Banglore,New Delhi,785,1,In-flight meal not included,13502,3,3,12
8719,Multiple carriers,Delhi,Cochin,440,1,No info,11622,21,3,11
8720,SpiceJet,Kolkata,Banglore,140,0,No info,5515,3,3,22
8721,Jet Airways,Kolkata,Banglore,1080,1,In-flight meal not included,9314,15,5,20
8722,Multiple carriers,Delhi,Cochin,520,1,No info,11789,3,6,10
8723,IndiGo,Banglore,Delhi,170,0,No info,4823,6,4,20
8724,Air India,Delhi,Cochin,1210,2,No info,10467,3,6,13
8725,Multiple carriers,Delhi,Cochin,480,1,No info,7408,3,6,13
8726,Air India,Delhi,Cochin,1640,1,No info,7480,15,6,6
8727,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,3841,24,4,22
8728,SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,18,5,18
8729,Air India,Delhi,Cochin,2280,3,No info,10493,24,6,5
8730,Multiple carriers,Delhi,Cochin,455,1,No info,9103,27,5,11
8731,Jet Airways,Kolkata,Banglore,345,1,In-flight meal not included,10844,6,5,14
8732,IndiGo,Banglore,Delhi,170,0,No info,4823,9,6,20
8733,Air Asia,Banglore,New Delhi,165,0,No info,4482,24,3,23
8734,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,8529,12,6,6
8735,Air India,Delhi,Cochin,180,0,No info,7931,3,3,14
8736,Jet Airways,Kolkata,Banglore,865,1,In-flight meal not included,9663,18,5,19
8737,Jet Airways,Delhi,Cochin,560,2,In-flight meal not included,10368,1,6,10
8738,Air India,Kolkata,Banglore,590,2,No info,10151,18,5,12
8739,SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,27,5,18
8740,Multiple carriers,Delhi,Cochin,390,1,No info,7530,1,6,19
8741,Multiple carriers,Delhi,Cochin,455,1,No info,6805,9,5,15
8742,GoAir,Banglore,Delhi,175,0,No info,3419,18,6,8
8743,Air Asia,Banglore,Delhi,170,0,No info,7120,9,6,0
8744,Jet Airways,Kolkata,Banglore,1075,1,No info,14151,21,5,17
8745,Air India,Mumbai,Hyderabad,80,0,No info,3100,21,6,6
8746,Jet Airways,Kolkata,Banglore,1285,1,No info,12121,24,5,17
8747,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,6,5,6
8748,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,2647,15,6,6
8749,IndiGo,Delhi,Cochin,320,1,No info,6147,12,6,17
8750,Jet Airways,Delhi,Cochin,600,2,No info,14237,1,6,18
8751,Jet Airways,Kolkata,Banglore,730,1,No info,13044,12,6,21
8752,Jet Airways,Delhi,Cochin,1005,1,No info,15554,18,5,2
8753,SpiceJet,Banglore,Delhi,170,0,No info,4423,9,4,9
8754,Air India,Delhi,Cochin,640,1,No info,8372,6,6,21
8755,Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,10844,18,5,20
8756,Vistara,Kolkata,Banglore,1550,1,No info,9555,18,5,17
8757,Air India,Delhi,Cochin,970,2,No info,8839,15,5,17
8758,Air India,Kolkata,Banglore,1830,2,No info,10151,6,5,12
8759,Air India,Kolkata,Banglore,1210,2,No info,11432,12,5,9
8760,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,4319,15,4,9
8761,Air India,Kolkata,Banglore,1830,2,No info,9626,6,6,12
8762,Air India,Kolkata,Banglore,1615,1,No info,10623,18,5,17
8763,Jet Airways,Delhi,Cochin,195,0,No info,9564,18,4,11
8764,Jet Airways,Kolkata,Banglore,400,1,No info,14781,9,5,14
8765,Jet Airways,Banglore,Delhi,180,0,No info,7229,15,5,8
8766,IndiGo,Delhi,Cochin,480,1,No info,5684,27,6,17
8767,Jet Airways,Kolkata,Banglore,1655,1,No info,14388,18,5,6
8768,SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,5515,18,4,9
8769,Jet Airways,Kolkata,Banglore,1540,1,No info,12692,9,6,20
8770,Jet Airways,Kolkata,Banglore,575,1,In-flight meal not included,9314,1,5,10
8771,SpiceJet,Kolkata,Banglore,150,0,No info,3873,15,6,17
8772,SpiceJet,Kolkata,Banglore,140,0,No check-in baggage included,4807,21,4,22
8773,Multiple carriers,Delhi,Cochin,615,1,No info,14848,27,6,9
8774,IndiGo,Delhi,Cochin,425,1,No info,6171,24,4,5
8775,SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,1965,24,6,13
8776,Jet Airways,Kolkata,Banglore,690,1,In-flight meal not included,10539,12,6,10
8777,Air Asia,Banglore,Delhi,165,0,No info,4483,1,6,11
8778,Multiple carriers,Delhi,Cochin,795,1,No info,8371,27,3,6
8779,Jet Airways,Delhi,Cochin,870,1,No info,15764,6,3,14
8780,Jet Airways,Kolkata,Banglore,425,1,In-flight meal not included,10844,12,5,16
8782,IndiGo,Banglore,Delhi,170,0,No info,4423,12,4,4
8783,Vistara,Banglore,Delhi,170,0,No info,4878,15,6,10
8784,SpiceJet,Mumbai,Hyderabad,90,0,No info,2227,9,5,13
8785,Jet Airways,Kolkata,Banglore,1545,1,In-flight meal not included,10844,15,5,16
8786,Air Asia,Kolkata,Banglore,150,0,No info,4107,3,4,20
8787,Vistara,Kolkata,Banglore,1660,1,No info,11262,24,3,7
8788,Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,10262,3,6,14
8789,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,4544,18,5,15
8790,Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,6144,24,5,19
8791,GoAir,Banglore,New Delhi,175,0,No info,5706,15,3,8
8792,Jet Airways,Banglore,New Delhi,390,1,In-flight meal not included,5853,15,3,6
8793,Jet Airways,Kolkata,Banglore,860,2,In-flight meal not included,10118,21,5,6
8794,Air India,Kolkata,Banglore,1200,2,No info,14687,1,5,9
8795,Multiple carriers,Delhi,Cochin,465,1,In-flight meal not included,9254,27,5,11
8796,Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,10368,1,6,10
8797,Jet Airways,Kolkata,Banglore,400,1,No info,14571,6,6,14
8798,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,7229,1,6,15
8799,IndiGo,Delhi,Cochin,860,1,No info,6093,6,6,7
8800,Multiple carriers,Delhi,Cochin,780,1,No info,16023,9,3,8
8801,IndiGo,Chennai,Kolkata,140,0,No info,3597,6,6,15
8802,Jet Airways,Kolkata,Banglore,1015,1,In-flight meal not included,8824,24,3,6
8803,IndiGo,Delhi,Cochin,345,1,No info,7060,9,3,2
8804,Jet Airways,Kolkata,Banglore,1160,1,No info,14231,24,3,14
8805,Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,4544,24,4,19
8806,Jet Airways,Delhi,Cochin,1665,1,No info,16289,9,3,15
8807,IndiGo,Kolkata,Banglore,165,0,No info,6565,3,3,10
8808,IndiGo,Chennai,Kolkata,140,0,No info,3597,21,6,15
8809,Air India,Delhi,Cochin,765,1,No info,7480,6,5,21
8810,Vistara,Kolkata,Banglore,1065,1,No info,9922,12,5,17
8811,Jet Airways,Banglore,Delhi,180,0,No info,7229,27,5,18
8812,Jet Airways,Delhi,Cochin,995,2,No info,14300,15,6,20
8813,Jet Airways,Delhi,Cochin,1570,1,No info,12242,27,3,2
8814,Multiple carriers,Delhi,Cochin,455,1,No info,10678,24,6,11
8815,Multiple carriers,Delhi,Cochin,780,1,In-flight meal not included,9450,27,5,8
8816,IndiGo,Kolkata,Banglore,160,0,No info,4174,6,4,21
8817,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,4544,6,4,7
8818,IndiGo,Kolkata,Banglore,280,1,No info,5386,15,5,18
8819,Jet Airways,Delhi,Cochin,1430,2,No info,15129,24,5,19
8820,IndiGo,Delhi,Cochin,490,1,No info,6412,15,6,14
8822,Jet Airways,Banglore,New Delhi,165,0,No info,7229,24,3,2
8823,Vistara,Banglore,Delhi,170,0,No info,4878,1,6,10
8824,Air Asia,Kolkata,Banglore,155,0,No info,3807,6,4,10
8825,Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,12373,18,5,17
8826,Jet Airways,Kolkata,Banglore,570,1,No info,14571,6,6,14
8827,Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,10262,12,6,20
8828,Jet Airways,Delhi,Cochin,1325,1,In-flight meal not included,10577,9,6,21
8829,Vistara,Mumbai,Hyderabad,1560,1,No info,12395,6,3,21
8830,SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,3841,27,4,7
8831,Air Asia,Delhi,Cochin,470,1,No info,8759,3,6,8
8832,IndiGo,Delhi,Cochin,645,1,No info,7738,21,3,5
8833,IndiGo,Delhi,Cochin,630,1,No info,7503,18,5,15
8834,IndiGo,Delhi,Cochin,845,1,No info,5883,3,6,11
8835,Jet Airways,Kolkata,Banglore,800,1,No info,12692,12,6,20
8836,IndiGo,Banglore,Delhi,170,0,No info,4823,15,4,8
8837,SpiceJet,Mumbai,Hyderabad,90,0,No info,2017,27,5,6
8838,Air India,Delhi,Cochin,1180,2,No info,8603,12,6,12
8839,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5769,21,6,11
8840,Jet Airways,Kolkata,Banglore,1400,1,No info,12681,1,4,19
8841,SpiceJet,Banglore,Delhi,160,0,No info,3625,24,6,6
8842,IndiGo,Delhi,Cochin,975,1,No info,8854,9,5,9
8843,IndiGo,Mumbai,Hyderabad,90,0,No info,2754,15,5,3
8844,Air India,Delhi,Cochin,555,1,No info,8372,12,6,10
8845,Jet Airways,Delhi,Cochin,1235,1,In-flight meal not included,10262,12,6,16
8846,Air India,Chennai,Kolkata,135,0,No info,10810,3,3,12
8847,IndiGo,Chennai,Kolkata,145,0,No info,3540,15,6,5
8848,Jet Airways,Banglore,Delhi,185,0,No info,8016,6,6,19
8849,IndiGo,Banglore,New Delhi,170,0,No info,6860,9,3,10
8850,Air Asia,Delhi,Cochin,340,1,No info,6451,27,4,17
8851,Jet Airways,Kolkata,Banglore,1120,1,No info,13067,6,5,20
8852,Jet Airways,Kolkata,Banglore,1500,1,No info,11467,6,5,17
8853,Air India,Kolkata,Banglore,795,1,No info,10203,9,5,10
8854,Air Asia,Kolkata,Banglore,150,0,No info,4082,12,3,23
8855,Air India,Delhi,Cochin,500,2,No info,13276,21,5,11
8856,Jet Airways,Banglore,New Delhi,420,2,No info,23001,9,3,9
8857,Jet Airways,Kolkata,Banglore,1550,1,In-flight meal not included,10844,6,6,19
8858,IndiGo,Banglore,Delhi,175,0,No info,4990,27,6,19
8859,Jet Airways,Banglore,New Delhi,550,1,In-flight meal not included,10037,9,3,6
8860,Jet Airways,Kolkata,Banglore,520,1,No info,14388,6,5,20
8862,Air India,Delhi,Cochin,1305,2,No info,12287,3,3,21
8863,Jet Airways,Kolkata,Banglore,400,1,In-flight meal not included,10844,6,6,14
8864,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,4995,24,5,10
8865,Multiple carriers,Delhi,Cochin,440,1,No info,9794,27,5,12
8866,IndiGo,Kolkata,Banglore,240,1,No info,4226,6,6,6
8867,IndiGo,Delhi,Cochin,845,1,No info,7318,21,3,11
8868,Jet Airways,Kolkata,Banglore,735,1,In-flight meal not included,8529,12,6,20
8869,Air India,Kolkata,Banglore,1830,2,No info,9416,12,6,12
8870,Jet Airways,Delhi,Cochin,1620,2,In-flight meal not included,11507,3,6,10
8871,Air India,Kolkata,Banglore,970,2,No info,9920,1,4,17
8872,Multiple carriers,Delhi,Cochin,540,1,No info,7038,18,5,7
8873,GoAir,Delhi,Cochin,355,1,No info,4959,3,6,7
8874,Jet Airways,Mumbai,Hyderabad,85,0,No info,5678,9,6,7
8875,Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,7229,9,6,8
8876,Jet Airways,Kolkata,Banglore,425,1,In-flight meal not included,7064,1,4,16
8877,IndiGo,Banglore,Delhi,170,0,No info,4823,6,4,8
8878,Jet Airways,Kolkata,Banglore,365,1,No info,14571,24,5,16
8879,IndiGo,Kolkata,Banglore,165,0,No info,4148,27,3,10
8880,Air India,Kolkata,Banglore,920,2,No info,13873,24,5,10
8881,Jet Airways,Delhi,Cochin,1415,1,In-flight meal not included,10262,24,6,13
8883,Multiple carriers,Delhi,Cochin,830,1,No info,6645,9,4,12
8884,IndiGo,Kolkata,Banglore,155,0,No info,4804,1,5,17
8885,IndiGo,Banglore,New Delhi,245,1,No info,5746,9,3,11
8886,GoAir,Delhi,Cochin,460,1,No info,5199,9,6,6
8887,IndiGo,Chennai,Kolkata,140,0,No info,4332,18,3,20
8888,IndiGo,Delhi,Cochin,575,1,No info,6416,1,6,11
8889,Air India,Banglore,New Delhi,575,2,No info,12935,18,3,7
8890,Jet Airways,Banglore,New Delhi,685,1,In-flight meal not included,7832,21,3,9
8891,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,8586,1,5,16
8892,Jet Airways,Banglore,Delhi,175,0,In-flight meal not included,5769,24,6,15
8893,Jet Airways,Mumbai,Hyderabad,90,0,No info,8040,21,5,10
8894,Vistara,Delhi,Cochin,190,0,No info,12411,6,3,6
8895,Air India,Kolkata,Banglore,745,1,No info,8366,9,6,9
8896,Multiple carriers,Delhi,Cochin,705,1,No info,7354,3,6,7
8897,Air India,Banglore,New Delhi,665,2,Change airports,13576,1,3,11
8898,Multiple carriers,Delhi,Cochin,585,1,No info,11622,3,6,9
8899,Air India,Kolkata,Banglore,1045,2,No info,12723,6,6,6
8900,Jet Airways,Kolkata,Banglore,900,1,No info,13759,24,3,8
8901,IndiGo,Delhi,Cochin,380,1,No info,6412,15,5,16
8902,IndiGo,Delhi,Cochin,765,2,No info,6494,27,3,9
8903,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,24,3,16
8904,Air India,Kolkata,Banglore,1545,1,No info,8891,12,5,9
8905,Jet Airways,Delhi,Cochin,1260,1,No info,17024,3,3,22
8906,Jet Airways,Delhi,Cochin,560,2,In-flight meal not included,10368,12,6,10
8907,Jet Airways,Kolkata,Banglore,1335,1,No info,14571,9,6,20
8908,Jet Airways,Banglore,New Delhi,495,1,In-flight meal not included,7832,21,3,7
8909,Jet Airways,Kolkata,Banglore,750,1,No info,14151,9,5,10
8910,Multiple carriers,Delhi,Cochin,510,1,No info,7154,21,3,11
8911,Air Asia,Kolkata,Banglore,710,1,No info,5192,15,4,8
8912,Multiple carriers,Delhi,Cochin,630,2,No info,21483,6,3,15
8913,Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,6812,6,6,16
8914,IndiGo,Banglore,New Delhi,300,1,No info,13292,3,3,20
8915,IndiGo,Kolkata,Banglore,155,0,No info,4174,9,4,22
8916,Jet Airways,Delhi,Cochin,1045,2,In-flight meal not included,11150,27,6,19
8917,IndiGo,Delhi,Cochin,310,1,No info,5912,24,4,17
8918,Air India,Delhi,Cochin,570,1,No info,8907,27,6,13
8919,Air India,Banglore,New Delhi,640,1,No info,8767,9,3,17
8920,Jet Airways,Delhi,Cochin,520,1,No info,12242,27,3,20
8921,Air India,Kolkata,Banglore,580,1,No info,6327,24,5,19
8922,SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,3543,24,5,10
8923,Multiple carriers,Delhi,Cochin,675,1,No info,15058,3,6,8
8924,Jet Airways,Banglore,New Delhi,1410,1,In-flight meal not included,11087,12,3,19
8925,Jet Airways,Kolkata,Banglore,520,1,No info,13941,9,5,20
8926,SpiceJet,Delhi,Cochin,380,1,No info,7317,1,6,16
8928,Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,9663,24,5,21
8929,IndiGo,Delhi,Cochin,300,1,No info,5065,24,4,16
8930,Air India,Delhi,Cochin,795,1,No info,8907,27,6,10
8931,SpiceJet,Kolkata,Banglore,150,0,No info,4148,21,3,9
8932,Multiple carriers,Delhi,Cochin,420,1,No info,13587,9,6,14
8933,Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,10262,6,6,22
8934,Jet Airways,Banglore,New Delhi,1090,1,No info,12284,18,3,14
8935,Jet Airways,Kolkata,Banglore,1285,1,No info,14781,15,5,19
8936,Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,9663,18,5,8
8937,IndiGo,Banglore,New Delhi,170,0,No info,19685,1,3,13
8938,Air India,Kolkata,Banglore,795,1,No info,10203,12,5,10
8939,Jet Airways,Kolkata,Banglore,1330,1,No info,13941,15,5,6
8940,Air India,Banglore,New Delhi,165,0,No info,25703,1,3,21
8941,Jet Airways,Delhi,Cochin,865,1,In-flight meal not included,10262,9,6,14
8942,SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,3543,1,5,18
8943,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,6,4,15
8944,Jet Airways,Delhi,Cochin,450,1,No info,15554,18,5,11
8945,Jet Airways,Kolkata,Banglore,345,1,In-flight meal not included,10844,24,5,14
8946,Jet Airways,Kolkata,Banglore,1285,1,No info,12692,12,6,17
8947,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,3210,9,6,20
8948,Air India,Delhi,Cochin,435,2,No info,9601,15,5,12
8949,Multiple carriers,Delhi,Cochin,750,1,No info,13377,15,6,13
8950,Jet Airways,Kolkata,Banglore,1395,1,In-flight meal not included,11134,24,3,19
8951,Multiple carriers,Delhi,Cochin,725,1,No info,8055,27,3,9
8952,Jet Airways,Delhi,Cochin,655,1,No info,12242,27,3,17
8953,Air India,Banglore,New Delhi,1520,1,No info,8425,9,3,22
8954,SpiceJet,Mumbai,Hyderabad,90,0,No info,2753,15,6,6
8955,SpiceJet,Banglore,Delhi,175,0,No info,3311,27,5,21
8956,IndiGo,Kolkata,Banglore,240,1,No info,4226,12,6,6
8957,Jet Airways,Banglore,New Delhi,1210,1,1 Long layover,26890,1,3,9
8958,Multiple carriers,Delhi,Cochin,780,1,No info,12524,24,6,6
8959,SpiceJet,Kolkata,Banglore,150,0,No info,3847,21,3,17
8960,Jet Airways,Kolkata,Banglore,425,1,No info,12681,1,4,16
8961,Jet Airways,Delhi,Cochin,1140,2,No info,13882,6,6,9
8963,Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,10844,6,6,8
8964,Jet Airways,Banglore,New Delhi,650,1,No info,12547,12,3,21
8965,Jet Airways,Kolkata,Banglore,585,1,No info,14178,9,6,19
8966,IndiGo,Delhi,Cochin,575,1,No info,14871,3,3,16
8968,Multiple carriers,Delhi,Cochin,780,1,No info,15078,6,3,8
8969,IndiGo,Kolkata,Banglore,160,0,No info,4804,21,5,21
8970,SpiceJet,Kolkata,Banglore,150,0,No info,3873,9,5,17
8971,SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,3841,24,6,17
8972,GoAir,Delhi,Cochin,355,1,No info,5457,1,6,7
8973,Jet Airways,Kolkata,Banglore,510,1,No info,14781,12,5,14
8974,Jet Airways,Delhi,Cochin,1260,1,No info,15764,9,3,22
8975,Vistara,Banglore,Delhi,170,0,No info,4668,12,6,10
8976,Jet Airways,Delhi,Cochin,195,0,No info,9564,24,6,11
8977,IndiGo,Delhi,Cochin,860,1,No info,7191,15,5,7
8978,Jet Airways,Delhi,Cochin,520,1,No info,15764,6,3,20
8979,Jet Airways,Kolkata,Banglore,1315,1,No info,14388,6,5,14
8980,Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,6540,27,3,20
8981,SpiceJet,Banglore,Delhi,170,0,No info,3625,24,6,9
8982,Multiple carriers,Delhi,Cochin,705,1,No info,8266,9,5,7
8983,SpiceJet,Kolkata,Banglore,435,1,No info,10944,18,5,11
8984,IndiGo,Delhi,Cochin,300,1,No info,5073,27,3,16
8985,Jet Airways,Banglore,New Delhi,400,1,In-flight meal not included,9134,15,3,6
8986,Vistara,Kolkata,Banglore,1440,1,No info,8085,12,6,20
8987,Jet Airways,Banglore,New Delhi,325,1,No info,22270,6,3,7
8988,Air India,Kolkata,Banglore,1620,2,No info,9836,1,4,7
8989,IndiGo,Delhi,Cochin,420,1,No info,14871,3,3,19
8990,Jet Airways,Mumbai,Hyderabad,605,2,No info,23528,12,3,6
8991,Jet Airways,Banglore,Delhi,180,0,No info,8016,6,6,7
8992,Jet Airways,Banglore,New Delhi,550,1,No info,12284,18,3,7
8993,Multiple carriers,Delhi,Cochin,900,1,No info,7005,12,6,6
8994,IndiGo,Kolkata,Banglore,155,0,No info,4804,3,6,11
8995,IndiGo,Delhi,Cochin,300,1,No info,6827,27,3,5
8996,Air India,Mumbai,Hyderabad,80,0,No info,3100,12,5,6
8997,Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,2759,15,3,20
8998,Jet Airways,Kolkata,Banglore,1480,1,No info,13067,9,5,20
8999,GoAir,Banglore,Delhi,165,0,No info,3898,15,4,21
9000,Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,10368,12,6,10
9001,SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,4273,18,3,6
9002,SpiceJet,Banglore,Delhi,160,0,No info,3311,24,5,6
9003,Multiple carriers,Delhi,Cochin,720,1,In-flight meal not included,15136,6,3,9
9004,Multiple carriers,Delhi,Cochin,665,1,No info,6601,9,4,7
9005,Vistara,Kolkata,Banglore,1580,1,No info,8452,24,5,20
9006,Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,9314,1,5,17
9007,IndiGo,Delhi,Cochin,345,1,No info,6386,1,6,2
9008,Multiple carriers,Delhi,Cochin,840,1,No info,13377,24,6,11
9009,Jet Airways,Mumbai,Hyderabad,90,0,No info,5678,3,3,3
9010,Air Asia,Banglore,Delhi,170,0,No info,4483,18,5,0
9011,Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,12898,27,5,14
9012,IndiGo,Banglore,New Delhi,175,0,No info,7648,3,3,7
9013,Jet Airways,Kolkata,Banglore,1025,1,No info,14571,9,6,6
9014,IndiGo,Mumbai,Hyderabad,90,0,No info,4049,27,6,6
9015,Air India,Banglore,New Delhi,875,2,No info,11728,18,3,9
9016,SpiceJet,Kolkata,Banglore,155,0,No info,3873,18,4,7
9017,Air India,Delhi,Cochin,765,1,No info,7480,9,5,21
9018,Jet Airways,Banglore,Delhi,180,0,No info,8541,21,6,20
9019,Jet Airways,Banglore,New Delhi,755,1,1 Long layover,31825,1,3,23
9020,IndiGo,Chennai,Kolkata,140,0,No info,3597,1,6,15
9021,Jet Airways,Banglore,New Delhi,1070,1,No info,13817,12,3,21
9022,Jet Airways,Kolkata,Banglore,740,1,No info,14571,24,5,8
